amount_to_mean,amt_to_auto_limit,is_new_recipient,is_transfer,is_night,amt_to_balance,is_balance_drain,tx_cnt_1h,tx_cnt_24h,new_recipient_cnt_1h,distinct_recipient_24h,cum1_to_daily_limit,cum24_to_baseline,cum_to_daily_limit,sec_since_prev_log,mean_interval_5_log,near_limit_repeat,fail_cnt_1h,retry_cnt_1h,amount_z_vs_baseline,tx_rate_vs_baseline,unknown_category,unauthorized_tool,event_id,session_id,user_id,source,scenario,risk_label,fraud_label,policy_violation_label
0.3357142857142857,0.02073529411764706,0.0,0.0,0.0,0.0023998649897646104,0.0,1.0,1.0,0.0,1.0,0.007833333333333333,0.13988095238095238,0.007833333333333333,11.366754528799243,11.366754528799243,0.0,0.0,0.0,-0.6642857142857143,0.4166666666666667,0.0,0.0,E0000001,U001-normal-000,U001,normal_user,DAILY_NORMAL,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,30.0,0.007833333333333333,9.529084969879781,9.529084969879781,0.0,0.0,0.0,-0.3357142857142857,6.666666666666667,1.0,0.0,E0000002,U001-agent-normal-015,U001,normal_agent,DELEGATED_NORMAL,0,0,0
0.8297872340425532,0.017205882352941175,1.0,0.0,0.0,0.001996167865305977,0.0,1.0,3.0,1.0,3.0,0.0065,54.8936170212766,0.014333333333333333,8.950273466557375,9.280985211545515,0.0,0.0,0.0,-0.05714285714285714,10.0,1.0,0.0,E0000003,U001-normal-000,U001,normal_user,DAILY_NORMAL,0,0,0
9.875968992248062,0.18735294117647058,1.0,0.0,0.0,0.021779525678167672,0.0,1.0,4.0,1.0,4.0,0.07077777777777777,178.13953488372093,0.08511111111111111,9.08805973726735,9.220719653721051,0.0,0.0,0.0,60.0,13.333333333333334,1.0,0.0,E0000004,U001-normal-000,U001,normal_user,DAILY_NORMAL,0,0,0
0.3035248041775457,0.022794117647058822,1.0,0.0,0.0,0.0027087812776056446,0.0,1.0,3.0,1.0,3.0,0.008611111111111111,30.274151436031328,0.08588888888888889,11.201210229110327,10.161341661525732,0.0,0.0,0.0,-0.6588285241983709,10.0,0.0,0.0,E0000005,U001-normal-001,U001,normal_user,DAILY_NORMAL,0,0,0
1.95850622406639,0.12147058823529412,1.0,0.0,0.0,0.014474390767116405,0.0,1.0,2.0,1.0,2.0,0.04588888888888889,17.445168938944875,0.0545,11.27224147567903,10.503098478954838,0.0,0.0,0.0,0.8212551057337025,6.666666666666667,0.0,0.0,E0000006,U001-normal-002,U001,normal_user,DAILY_NORMAL,0,0,0
0.20095503382411462,0.014852941176470588,1.0,0.0,0.0,0.0017958650789206534,0.0,1.0,2.0,1.0,2.0,0.005611111111111111,11.066454436927975,0.0515,10.520023630724232,10.623456784139274,0.0,0.0,0.0,-0.856247860420731,6.666666666666667,1.0,0.0,E0000007,U001-normal-002,U001,normal_user,DAILY_NORMAL,0,0,0
0.38102524866105586,0.02441176470588235,1.0,1.0,0.0,0.0029569300801532273,0.0,1.0,3.0,1.0,3.0,0.009222222222222222,12.54399387911247,0.06072222222222222,10.471609913908228,10.749467401871094,0.0,0.0,0.0,-0.5945519804063424,10.0,1.0,0.0,E0000008,U001-normal-003,U001,normal_user,DAILY_NORMAL,0,0,0
0.38525179856115105,0.0225,1.0,0.0,0.0,0.0027334458749774435,0.0,1.0,4.0,1.0,4.0,0.0085,13.446043165467627,0.06922222222222223,8.273846932784508,10.728088343625629,0.0,0.0,0.0,-0.5672600342528856,13.333333333333334,0.0,0.0,E0000009,U001-agent-normal-026,U001,normal_agent,DELEGATED_NORMAL,0,0,0
0.39004432321854754,0.021029411764705883,1.0,0.0,0.0,0.0025617918010728564,0.0,1.0,4.0,1.0,4.0,0.007944444444444445,5.758608932833277,0.03127777777777778,10.30865261563529,10.517964832691291,0.0,0.0,0.0,-0.5446170915777674,13.333333333333334,0.0,0.0,E0000010,U001-normal-003,U001,normal_user,DAILY_NORMAL,0,0,0
