amount_to_mean,amt_to_auto_limit,is_new_recipient,is_transfer,is_night,amt_to_balance,is_balance_drain,tx_cnt_1h,tx_cnt_24h,new_recipient_cnt_1h,distinct_recipient_24h,cum1_to_daily_limit,cum24_to_baseline,cum_to_daily_limit,sec_since_prev_log,mean_interval_5_log,near_limit_repeat,fail_cnt_1h,retry_cnt_1h,amount_z_vs_baseline,tx_rate_vs_baseline,unknown_category,unauthorized_tool,risk_label,scenario,session_risk,session_id,raw_amount
0.29229060727242345,0.04504949170005462,0.0,1.0,0.0,0.008019780296608712,0.0,1.0,1.0,0.0,1.0,0.01801979668002185,0.07455695531278703,0.01801979668002185,11.366754528799243,11.366754528799243,0.0,0.0,0.0,-0.534581159320529,0.2550781771899285,0.0,0.0,0,NORMAL,NORMAL,0,2702.9695020032773
0.39158623566528894,0.060353498999088116,0.0,0.0,0.0,0.010831086315362861,0.0,1.0,2.0,0.0,2.0,0.024141399599635245,0.1744420585189547,0.042161196279657094,9.747234410807433,9.747234410807433,0.0,0.0,0.0,-0.45957640074704553,0.510156354379857,0.0,0.0,0,NORMAL,NORMAL,0,3621.209939945287
0.512257779949546,0.07895208409696546,0.0,0.0,0.0,0.014323946904524877,0.0,1.0,3.0,0.0,3.0,0.031580833638786186,0.30510783927984436,0.07374202991844327,9.706531813064192,9.727090185325169,0.0,0.0,0.0,-0.3684249553891506,0.7652345315697854,0.0,0.0,0,NORMAL,NORMAL,0,4737.1250458179275
0.5297196149987483,0.08164340148296542,0.0,0.0,1.0,0.015027474120013151,0.0,1.0,4.0,0.0,4.0,0.03265736059318617,0.44022775309547574,0.10639939051162944,9.078708057398698,9.553883388072272,0.0,0.0,0.0,-0.35523484074549816,1.020312708759714,0.0,0.0,0,NORMAL,NORMAL,0,4898.604088977925
1.3506568831470844,0.20817092487082756,0.0,0.0,1.0,0.03890100786457796,0.0,2.0,5.0,0.0,5.0,0.11592573054151718,0.7847508488576643,0.18966776045996045,7.920046884484644,9.329232241435484,0.0,0.0,0.0,0.26487505329556915,1.2753908859496423,0.0,0.0,0,NORMAL,NORMAL,0,12490.255492249653
0.21272407056907733,0.0327862442824642,0.0,0.0,1.0,0.0063747672117550344,0.0,1.0,6.0,0.0,6.0,0.013114497712985678,0.8390121170228463,0.20278225817294615,8.747587104184408,9.23689280770874,0.0,0.0,0.0,-0.594683189717584,1.5304690631395708,0.0,0.0,0,NORMAL,NORMAL,0,1967.1746569478519
0.41871547379600366,0.0645348115612785,0.0,0.0,1.0,0.012628276849582419,0.0,1.0,7.0,0.0,6.0,0.025813924624511396,0.9458172968399481,0.22859618279745753,9.228118885301011,9.091960509988123,0.0,0.0,0.0,-0.43908383738639106,1.7855472403294992,0.0,0.0,0,NORMAL,NORMAL,0,3872.088693676709
0.840593653936119,0.12955707742198977,0.0,1.0,0.0,0.02567618552829302,0.0,1.0,8.0,0.0,7.0,0.05182283096879591,1.1602343938433948,0.28041901376625344,9.96034099045989,9.193466818792524,0.0,0.0,0.0,-0.12041048226511476,2.040625417519428,0.0,0.0,0,NORMAL,NORMAL,0,7773.424645319386
0.42287954359424834,0.06517660169461532,0.0,1.0,0.0,0.013257381608698748,0.0,1.0,8.0,0.0,6.0,0.02607064067784613,1.1935447816815377,0.28846985776407774,8.965733273568008,9.174234093428835,0.0,0.0,0.0,-0.43593843154168704,2.040625417519428,0.0,0.0,0,NORMAL,NORMAL,0,3910.5961016769193
1.8669079546464893,0.28773847778565886,0.0,0.0,0.0,0.05931439436595053,0.0,1.0,8.0,0.0,6.0,0.11509539111426355,1.5698671565279743,0.3794238492787061,9.704317044316586,9.42324273543208,0.0,0.0,0.0,0.6548346880532375,2.040625417519428,0.0,0.0,0,NORMAL,NORMAL,0,17264.308667139532
2.2318436423202037,0.3439844426708323,0.0,1.0,0.0,0.07538005697504084,0.0,1.0,8.0,0.0,6.0,0.1375937770683329,2.0084959838230527,0.4854367927082528,9.56736195169797,9.544787413728633,0.0,0.0,0.0,0.9304954960045959,2.040625417519428,0.0,0.0,0,NORMAL,NORMAL,0,20639.066560249936
0.16045928925978523,0.024730898769415744,0.0,0.0,0.0,0.005861304762860713,0.0,2.0,9.0,0.0,7.0,0.1474861365760992,2.04942564684063,0.4953291522160191,7.81088330386936,9.427808870598291,0.0,0.0,0.0,-0.6341623427019367,2.295703594709356,0.0,0.0,0,NORMAL,NORMAL,0,1483.8539261649446
1.5207516027500136,0.23438689099605248,0.0,0.0,0.0,0.055877985898643935,0.0,2.0,10.0,0.0,8.0,0.10364711590618728,2.437336193628766,0.5890839086144402,7.974107295110118,9.07980025207678,0.0,0.0,0.0,0.39335919287888577,2.5507817718992847,0.0,0.0,0,NORMAL,NORMAL,0,14063.213459763148
0.2148128860688018,0.033108184413883066,0.0,0.0,1.0,0.00836016149166139,0.0,1.0,9.0,0.0,8.0,0.013243273765553225,2.0124872634662836,0.48640145183847605,8.967243907931945,9.080069976452318,0.0,0.0,0.0,-0.5931053649452637,2.295703594709356,0.0,0.0,0,NORMAL,NORMAL,0,1986.4910648329837
0.46562309029931,0.07176448034897755,0.0,0.0,1.0,0.018274052977675686,0.0,1.0,9.0,0.0,8.0,0.02870579213959102,2.076996284432191,0.5019927462650814,9.46208818613231,8.996340250835921,0.0,0.0,0.0,-0.4036513162569832,2.295703594709356,0.0,0.0,0,NORMAL,NORMAL,0,4305.868820938653
1.3286199742574776,0.20477447106965585,0.0,1.0,0.0,0.05311422860425103,0.0,1.0,9.0,0.0,8.0,0.08190978842786234,2.309093065826816,0.5580886100684322,9.507124158171486,8.975427603017431,0.0,0.0,0.0,0.2482290734299583,2.295703594709356,0.0,0.0,0,NORMAL,NORMAL,0,12286.468264179352
0.1463678002051015,0.02255903828736228,0.0,0.0,0.0,0.006179567157760473,0.0,1.0,8.0,0.0,7.0,0.009023615314944913,2.024143857348057,0.4892187537367353,9.947221422869776,9.358049222783391,0.0,0.0,0.0,-0.6448066052097047,2.040625417519428,0.0,0.0,0,NORMAL,NORMAL,0,1353.5422972417368
0.28360356312142276,0.0437105950210595,0.0,0.0,0.0,0.012048036427978822,0.0,2.0,9.0,0.0,7.0,0.02650785332336871,2.0964849372736385,0.5067029917451591,7.9834018851813076,9.35851710888769,0.0,0.0,0.0,-0.5411430760917795,2.295703594709356,0.0,0.0,0,NORMAL,NORMAL,0,2622.63570126357
2.6146174149944517,0.4029797147255905,0.0,0.0,0.0,0.11242862773791638,0.0,1.0,9.0,0.0,7.0,0.1611918858902362,2.2872093034868612,0.5527994865211316,9.079606315511981,9.37447155731878,0.0,0.0,0.0,1.2196306258423586,2.295703594709356,0.0,0.0,0,NORMAL,NORMAL,0,24178.78288353543
1.5267845281931174,0.23531671979627403,0.0,0.0,0.0,0.07396788904310567,0.0,1.0,8.0,0.0,7.0,0.0941266879185096,2.066434446826601,0.4994400378635421,9.750421304526643,9.444893557971236,0.0,0.0,0.0,0.3979162728196209,2.040625417519428,0.0,0.0,0,NORMAL,NORMAL,0,14119.003187776441
0.17140093612941637,0.03238545205935927,0.0,0.0,0.0,0.0012373434578140429,0.0,1.0,1.0,0.0,1.0,0.006072272261129863,0.10437233272421809,0.006072272261129863,11.366754528799243,11.366754528799243,0.0,0.0,0.0,-0.7338999677373732,0.6089367717654219,0.0,0.0,0,NORMAL,NORMAL,1,1943.1271235615561
0.38835265758561915,0.0733775244078456,0.0,0.0,0.0,0.0028069912737387383,0.0,1.0,2.0,0.0,2.0,0.01375828582647105,0.3408545463409273,0.01983055808760091,8.295385100638937,8.295385100638937,0.0,0.0,0.0,-0.5417432681708589,1.2178735435308439,0.0,0.0,0,NORMAL,NORMAL,1,4402.651464470736
0.37254149594194463,0.07039007504509898,0.0,1.0,0.0,0.002700288769308097,0.0,1.0,3.0,0.0,3.0,0.013198139070956056,0.5677087622284761,0.03302869715855697,8.212772261064726,8.25493154852099,0.0,0.0,0.0,-0.5557474005988862,1.826810315296266,0.0,1.0,0,NORMAL,NORMAL,1,4223.404502705938
0.7901387287859362,0.1492932331595845,0.0,0.0,1.0,0.00574266142633531,0.0,1.0,4.0,0.0,4.0,0.027992481217422097,1.0488532889822186,0.06102117837597907,9.786157589390294,9.046994879583137,0.0,0.0,0.0,-0.18587660412488838,2.4357470870616877,0.0,0.0,0,NORMAL,NORMAL,1,8957.59398957507
0.5354793640295076,0.10117646766794737,0.0,0.0,1.0,0.003914297193792149,0.0,1.0,5.0,0.0,4.0,0.018970587687740133,1.374926364261348,0.0799917660637192,8.512032793044392,8.937651859637413,0.0,0.0,0.0,-0.4114314082852192,3.04468385882711,0.0,1.0,0,NORMAL,NORMAL,1,6070.588060076842
0.6362031057576861,0.12020777509624664,0.0,1.0,0.0,0.00466885230764209,0.0,1.0,6.0,0.0,5.0,0.022538957830546245,1.7623338296685689,0.10253072389426546,9.624339003151777,9.117824704313486,0.0,0.0,0.0,-0.32221920176956803,3.653620630592532,0.0,1.0,0,NORMAL,NORMAL,1,7212.466505774798
0.3512197550601499,0.06636142600301866,0.0,0.0,0.0,0.002589558292419229,0.0,1.0,7.0,0.0,5.0,0.012442767375565997,1.9762044534951388,0.11497349126983145,9.825462032213084,9.39391476700099,0.0,0.0,0.0,-0.5746323180789497,4.262557402357954,0.0,1.0,0,NORMAL,NORMAL,1,3981.685560181119
1.5839646500648938,0.2992831451029197,0.0,0.0,0.0,0.011708960221411883,0.0,2.0,8.0,0.0,6.0,0.06855835708236345,2.9407387740962014,0.1710890809766289,8.125541656832846,9.388773775611172,0.0,0.0,0.0,0.5172243809212526,4.8714941741233755,0.0,1.0,0,NORMAL,NORMAL,1,17956.988706175183
1.256057760535083,0.23732658237572954,0.0,0.0,0.0,0.00939501761637731,0.0,1.0,9.0,0.0,6.0,0.04449873419544929,3.70559853194734,0.21558781517207817,9.149090920110039,9.237706778877948,0.0,0.0,0.0,0.22679337980153955,5.480430945888798,0.0,1.0,0,NORMAL,NORMAL,1,14239.594942543772
0.7177973564009889,0.13562464942727612,0.0,0.0,0.0,0.005419875795622126,0.0,1.0,10.0,0.0,7.0,0.025429621767614274,4.142691736935912,0.24101743693969244,8.276682532415844,9.217198445071471,0.0,0.0,0.0,-0.2499502112218937,6.08936771765422,0.0,1.0,0,NORMAL,NORMAL,1,8137.478965636567
0.06530087348476564,0.012338312470349536,0.0,1.0,0.0,0.0004957545333260557,0.0,1.0,8.0,0.0,6.0,0.002313433588190538,3.6147470778007116,0.21030217336932602,9.750324356095316,9.256752957782059,0.0,0.0,0.0,-0.8278740451254263,4.8714941741233755,0.0,1.0,0,NORMAL,NORMAL,1,740.2987482209721
0.9679590217836501,0.18289159442938824,0.0,0.0,0.0,0.007352246046090895,0.0,2.0,9.0,0.0,7.0,0.03660560754370083,4.204172919726863,0.24459434732483631,7.910585915291803,8.898433806090974,0.0,0.0,0.0,-0.028379072466494796,5.480430945888798,0.0,0.0,0,NORMAL,NORMAL,1,10973.495665763294
0.803030051050634,0.15172899173017887,0.0,0.0,1.0,0.006144685987801835,0.0,1.0,8.0,0.0,6.0,0.028449185949408536,3.8859498446113867,0.2260804643690826,9.777755715223863,9.22739066595393,0.0,0.0,0.0,-0.17445860788680495,4.8714941741233755,0.0,1.0,0,NORMAL,NORMAL,1,9103.739503810732
0.6037455298637077,0.11407505906904956,0.0,1.0,1.0,0.00464834827956773,0.0,2.0,9.0,0.0,6.0,0.04983825952485533,4.253592698534397,0.24746953794452942,7.632200415860377,9.071481073636901,0.0,0.0,0.0,-0.3509672597146885,5.480430945888798,0.0,0.0,0,NORMAL,NORMAL,1,6844.503544142974
0.4933724397820219,0.09322054976354109,0.0,1.0,0.0,0.003816305000085519,0.0,1.0,9.0,0.0,7.0,0.017478853080663957,4.166617853886072,0.2424094331946472,9.741953948920676,9.334382029536886,0.0,0.0,0.0,-0.4487260079223439,5.480430945888798,0.0,1.0,0,NORMAL,NORMAL,1,5593.232985812466
1.3912561388123608,0.26287172055919866,0.0,0.0,0.0,0.010802788043153969,0.0,1.0,8.0,0.0,6.0,0.049288447604849746,3.835399931325663,0.22313952371713344,9.777995988116638,9.342852125777977,0.0,0.0,0.0,0.3465401786844027,4.8714941741233755,0.0,1.0,0,NORMAL,NORMAL,1,15772.303233551918
1.0889334116447582,0.20574917264179082,0.0,0.0,0.0,0.008547659258134293,0.0,1.0,7.0,0.0,5.0,0.03857796987033578,3.296538564840418,0.19178913762440564,9.901927155412974,9.606797711128126,0.0,0.0,0.0,0.07876937204343339,4.262557402357954,0.0,1.0,0,NORMAL,NORMAL,1,12344.950358507449
0.7280696720039959,0.13756555822283023,0.0,0.0,0.0,0.00576430531881418,0.0,1.0,6.0,0.0,3.0,0.02579354216678067,3.110697015511414,0.18097707224748547,9.602012929008987,9.567804402791468,0.0,0.0,0.0,-0.24085190008644639,3.653620630592532,0.0,1.0,0,NORMAL,NORMAL,1,8253.933493369814
1.2481926630042093,0.09968728261410777,0.0,1.0,0.0,0.02213997614962954,0.0,1.0,1.0,0.0,1.0,0.02769091183725216,0.8819667114090226,0.02769091183725216,11.366754528799243,11.366754528799243,0.0,0.0,0.0,0.1795683185634717,0.7065950133741881,0.0,1.0,0,NORMAL,NORMAL,2,4984.364130705389
0.4839207163264395,0.038648473621970464,0.0,1.0,0.0,0.00877794884620757,0.0,1.0,2.0,0.0,2.0,0.010735687117214019,1.2239026764337497,0.03842659895446618,9.922870569857558,9.922870569857558,0.0,0.0,0.0,-0.37338528904510976,1.4131900267483761,0.0,1.0,0,NORMAL,NORMAL,2,1932.4236810985233
2.5477029775842768,0.20347306491288936,0.0,1.0,0.0,0.04662261951919867,0.0,1.0,3.0,0.0,2.0,0.05652029580913593,3.0240968959533703,0.0949468947636021,9.913159643698188,9.918026894492415,0.0,0.0,0.0,1.1197688842065963,2.119785040122564,0.0,0.0,0,NORMAL,NORMAL,2,10173.653245644467
